items,count,total,rnd,customer,age,city,paymentType
"condensed milk,pastry,coffee,soda,red/blush wine,salty snack,nut snack,long life bakery product,waffles,cookware",10,207,9,Maged,60,Hurghada,Cash
soda,1,807,15,Sameh,35,Hurghada,Cash
"frankfurter,beef,other vegetables,rolls/buns",4,2383,9,Maged,60,Hurghada,Credit
"pip fruit,soda",2,1225,9,Maged,60,Hurghada,Cash
"soda,bottled beer",2,833,15,Sameh,35,Hurghada,Credit
"whole milk,domestic eggs,rolls/buns,brown bread,specialty chocolate,shopping bags",6,2242,15,Sameh,35,Hurghada,Cash
"onions,spread cheese",2,923,15,Sameh,35,Hurghada,Cash
butter,1,578,15,Sameh,35,Hurghada,Credit
"rolls/buns,misc. beverages",2,844,15,Sameh,35,Hurghada,Credit
whole milk,1,1534,9,Maged,60,Hurghada,Credit
"pip fruit,soda,cake bar,specialty chocolate",4,1733,9,Maged,60,Hurghada,Credit
"rolls/buns,tea",2,1196,9,Maged,60,Hurghada,Credit
"beef,whipped/sour cream,napkins",3,962,9,Maged,60,Hurghada,Cash
"tropical fruit,other vegetables,whole milk,mustard,bottled water",5,1298,9,Maged,60,Hurghada,Cash
"root vegetables,whole milk,yogurt,jam,bottled water,soda,bottled beer,specialty chocolate,hygiene articles",9,192,15,Sameh,35,Hurghada,Credit
"citrus fruit,whole milk,butter,pastry,semi-finished bread,coffee,candy,newspapers,shopping bags",9,849,9,Maged,60,Hurghada,Cash
"whole milk,curd,yogurt,whipped/sour cream,canned vegetables,soda,shopping bags",7,980,9,Maged,60,Hurghada,Credit
"pastry,soda",2,520,15,Sameh,35,Hurghada,Credit
"frankfurter,sausage,tropical fruit,whole milk,frozen fish,white wine,chewing gum,newspapers",8,1490,15,Sameh,35,Hurghada,Cash
"butter,yogurt,whipped/sour cream",3,2226,9,Maged,60,Hurghada,Cash
whole milk,1,472,9,Maged,60,Hurghada,Credit
"sauces,specialty chocolate",2,503,15,Sameh,35,Hurghada,Cash
"chicken,other vegetables,whole milk,cream cheese ,hygiene articles",5,2482,9,Maged,60,Hurghada,Cash
whole milk,1,446,9,Maged,60,Hurghada,Cash
other vegetables,1,813,15,Sameh,35,Hurghada,Credit
canned beer,1,148,9,Maged,60,Hurghada,Credit
"pork,herbs,other vegetables,processed cheese,cake bar",5,2386,9,Maged,60,Hurghada,Cash
"specialty fat,sugar,cat food",3,1695,15,Sameh,35,Hurghada,Cash
"spread cheese,rolls/buns,brown bread,soda",4,2164,9,Maged,60,Hurghada,Credit
hygiene articles,1,872,9,Maged,60,Hurghada,Cash
"beef,citrus fruit,root vegetables,whole milk,rolls/buns,pastry,coffee,seasonal products",8,2286,15,Sameh,35,Hurghada,Cash
"pork,rolls/buns,soda",3,604,15,Sameh,35,Hurghada,Credit
"tropical fruit,berries,root vegetables,whole milk,yogurt,cream cheese ,rolls/buns,bottled water,soda",9,1536,9,Maged,60,Hurghada,Cash
"frankfurter,meat,berries,root vegetables,butter,whipped/sour cream,frozen vegetables,domestic eggs,rolls/buns,oil,specialty fat,spices,baking powder,bottled beer,waffles,napkins",16,897,9,Maged,60,Hurghada,Cash
"frankfurter,sausage,meat,pip fruit,yogurt,rolls/buns,bottled water,soda,newspapers",9,1470,9,Maged,60,Hurghada,Credit
"domestic eggs,dish cleaner,hygiene articles",3,1670,9,Maged,60,Hurghada,Credit
"sausage,pork,spread cheese,frozen vegetables,pastry",5,948,15,Sameh,35,Hurghada,Credit
"citrus fruit,curd",2,1828,15,Sameh,35,Hurghada,Credit
frozen vegetables,1,1219,9,Maged,60,Hurghada,Cash
"sausage,rolls/buns,shopping bags",3,2105,15,Sameh,35,Hurghada,Credit
"rolls/buns,canned beer",2,909,15,Sameh,35,Hurghada,Cash
"hamburger meat,root vegetables,other vegetables,whole milk,rolls/buns,zwieback,margarine,flower (seeds)",8,1977,15,Sameh,35,Hurghada,Cash
"hamburger meat,citrus fruit,other vegetables,whole milk,curd,yogurt,misc. beverages",7,1234,9,Maged,60,Hurghada,Cash
"sliced cheese,rolls/buns,canned beer",3,211,15,Sameh,35,Hurghada,Credit
sausage,1,1129,15,Sameh,35,Hurghada,Cash
"domestic eggs,soda",2,656,9,Maged,60,Hurghada,Cash
pork,1,782,15,Sameh,35,Hurghada,Cash
"pip fruit,whole milk,curd,whipped/sour cream,salt",5,476,15,Sameh,35,Hurghada,Cash
rolls/buns,1,1678,15,Sameh,35,Hurghada,Credit
"hamburger meat,root vegetables,other vegetables,roll products ",4,2156,9,Maged,60,Hurghada,Credit
"sausage,rolls/buns,soda",3,2384,15,Sameh,35,Hurghada,Cash
"citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,specialty cheese",6,2228,15,Sameh,35,Hurghada,Cash
bottled beer,1,1659,15,Sameh,35,Hurghada,Credit
"soda,hygiene articles,napkins",3,2277,15,Sameh,35,Hurghada,Cash
sausage,1,646,15,Sameh,35,Hurghada,Cash
"tropical fruit,cat food,bottled water,soda,bottled beer,white wine,hygiene articles",7,2411,9,Maged,60,Hurghada,Cash
"herbs,misc. beverages,shopping bags",3,1294,15,Sameh,35,Hurghada,Credit
"chicken,soda,canned beer,liquor (appetizer),newspapers",5,1681,15,Sameh,35,Hurghada,Cash
soda,1,1749,9,Maged,60,Hurghada,Cash
"citrus fruit,tropical fruit,whipped/sour cream,rolls/buns,candy,newspapers",6,1706,9,Maged,60,Hurghada,Credit
"root vegetables,liquor,shopping bags",3,2031,9,Maged,60,Hurghada,Credit
"whipped/sour cream,sliced cheese,frozen dessert,hygiene articles,napkins",5,2382,9,Maged,60,Hurghada,Credit
"yogurt,frozen fish,ice cream",3,993,9,Maged,60,Hurghada,Credit
"frankfurter,photo/film",2,2310,15,Sameh,35,Hurghada,Cash
"cat food,coffee",2,103,9,Maged,60,Hurghada,Cash
"meat,beef,onions,white wine,dishes",5,1499,15,Sameh,35,Hurghada,Credit
"meat,other vegetables",2,1232,9,Maged,60,Hurghada,Cash
canned beer,1,1766,9,Maged,60,Hurghada,Cash
"pip fruit,other vegetables,whole milk,butter,curd,rolls/buns,margarine,baking powder,bottled water,bottled beer,canned beer,cooking chocolate,napkins",13,2444,15,Sameh,35,Hurghada,Cash
photo/film,1,1691,15,Sameh,35,Hurghada,Cash
"finished products,misc. beverages",2,1029,9,Maged,60,Hurghada,Cash
"whole milk,frozen meals,rolls/buns,margarine",4,2215,9,Maged,60,Hurghada,Cash
bottled beer,1,1012,9,Maged,60,Hurghada,Cash
"tropical fruit,whole milk",2,1199,15,Sameh,35,Hurghada,Credit
"chicken,other vegetables,bottled water,chewing gum,softener",5,2448,15,Sameh,35,Hurghada,Cash
whole milk,1,1570,9,Maged,60,Hurghada,Credit
"liver loaf,beef,onions,specialty chocolate,napkins,shopping bags",6,589,15,Sameh,35,Hurghada,Cash
"citrus fruit,pip fruit,whole milk,curd,whipped/sour cream,bottled water,bottled beer,specialty chocolate,shopping bags",9,2020,9,Maged,60,Hurghada,Credit
"sausage,citrus fruit,berries,other vegetables,hard cheese,rolls/buns,bottled water",7,1834,15,Sameh,35,Hurghada,Credit
"tropical fruit,candy",2,717,15,Sameh,35,Hurghada,Credit
"whipped/sour cream,domestic eggs,margarine",3,1328,15,Sameh,35,Hurghada,Cash
liquor,1,935,15,Sameh,35,Hurghada,Credit
"ham,pork,other vegetables,whole milk,frozen vegetables,rolls/buns,rum",7,468,9,Maged,60,Hurghada,Cash
"bottled beer,newspapers",2,1475,15,Sameh,35,Hurghada,Cash
"chicken,citrus fruit,tropical fruit,other vegetables,whole milk,whipped/sour cream,rolls/buns,pastry,flour,specialty chocolate",10,1761,15,Sameh,35,Hurghada,Cash
canned beer,1,1990,15,Sameh,35,Hurghada,Cash
"sausage,liver loaf,misc. beverages,fruit/vegetable juice,canned beer,salty snack,shopping bags",7,194,15,Sameh,35,Hurghada,Cash
"whole milk,curd,margarine",3,2206,9,Maged,60,Hurghada,Cash
canned beer,1,960,15,Sameh,35,Hurghada,Cash
other vegetables,1,1292,15,Sameh,35,Hurghada,Credit
"whole milk,brown bread,pastry",3,350,15,Sameh,35,Hurghada,Cash
canned beer,1,1562,9,Maged,60,Hurghada,Cash
"whole milk,frozen dessert,margarine,snack products",4,143,15,Sameh,35,Hurghada,Cash
brown bread,1,517,15,Sameh,35,Hurghada,Credit
"bottled water,long life bakery product",2,1898,15,Sameh,35,Hurghada,Cash
"other vegetables,white bread,newspapers",3,1159,9,Maged,60,Hurghada,Cash
"pastry,sugar,mustard,chewing gum,shopping bags",5,222,15,Sameh,35,Hurghada,Credit
"berries,cookware,flower (seeds)",3,538,9,Maged,60,Hurghada,Cash
waffles,1,477,9,Maged,60,Hurghada,Cash
canned beer,1,1795,9,Maged,60,Hurghada,Cash
"pork,tropical fruit,root vegetables,herbs,whole milk,butter,domestic eggs,rolls/buns,baking powder,bottled water,rum,salty snack,chocolate,hygiene articles",14,1102,9,Maged,60,Hurghada,Cash
"ham,meat,chicken,tropical fruit,berries,soft cheese,specialty cheese,long life bakery product,flower (seeds)",9,1366,15,Sameh,35,Hurghada,Cash
"frankfurter,root vegetables",2,2010,15,Sameh,35,Hurghada,Credit
"frozen meals,soda,shopping bags",3,1126,15,Sameh,35,Hurghada,Cash
"tropical fruit,onions,spread cheese,coffee,canned beer,liquor (appetizer),red/blush wine,dental care,light bulbs,newspapers",10,1981,15,Sameh,35,Hurghada,Credit
"bottled water,soda",2,612,15,Sameh,35,Hurghada,Cash
"pip fruit,whole milk,rolls/buns,pickled vegetables,waffles",5,1950,9,Maged,60,Hurghada,Credit
"ham,whipped/sour cream,beverages,domestic eggs,fruit/vegetable juice",5,1261,9,Maged,60,Hurghada,Credit
"dessert,soft cheese,rolls/buns",3,535,9,Maged,60,Hurghada,Credit
sugar,1,534,15,Sameh,35,Hurghada,Credit
canned beer,1,927,9,Maged,60,Hurghada,Credit
"whole milk,newspapers",2,2241,9,Maged,60,Hurghada,Cash
"pip fruit,whole milk,pastry,waffles,cake bar,specialty bar,shopping bags",7,2136,15,Sameh,35,Hurghada,Cash
brown bread,1,1473,15,Sameh,35,Hurghada,Cash
"sausage,root vegetables,whole milk,rolls/buns,brown bread,margarine,soda,long life bakery product,cake bar",9,1150,15,Sameh,35,Hurghada,Cash
"root vegetables,whole milk,rolls/buns",3,960,15,Sameh,35,Hurghada,Credit
"chicken,citrus fruit,root vegetables,other vegetables,beverages,ice cream,rice,Instant food products,sweet spreads,canned fish,soda,fruit/vegetable juice,red/blush wine,newspapers,shopping bags",15,918,9,Maged,60,Hurghada,Credit
"ice cream,canned fruit,canned beer,shopping bags",4,1801,9,Maged,60,Hurghada,Cash
shopping bags,1,757,9,Maged,60,Hurghada,Credit
"margarine,coffee,instant coffee,soda,canned beer",5,919,9,Maged,60,Hurghada,Credit
"root vegetables,onions,other vegetables,curd,whipped/sour cream,pickled vegetables,specialty vegetables",7,195,9,Maged,60,Hurghada,Credit
"fruit/vegetable juice,salty snack",2,515,15,Sameh,35,Hurghada,Cash
"sausage,hamburger meat,citrus fruit,other vegetables,dessert,yogurt,frozen meals,frozen potato products,white bread,fruit/vegetable juice,long life bakery product,chocolate,candy,house keeping products",14,999,9,Maged,60,Hurghada,Credit
"whole milk,beverages",2,1646,9,Maged,60,Hurghada,Cash
"roll products ,misc. beverages",2,2295,9,Maged,60,Hurghada,Credit
kitchen towels,1,1570,9,Maged,60,Hurghada,Cash
"liver loaf,root vegetables,other vegetables,whole milk,frozen vegetables,white wine",6,1368,9,Maged,60,Hurghada,Cash
"frankfurter,tropical fruit,root vegetables,whole milk,curd,dessert,frozen vegetables,pastry,instant coffee,tea,newspapers",11,1419,15,Sameh,35,Hurghada,Cash
"other vegetables,hard cheese,processed cheese,cereals,pickled vegetables,long life bakery product,specialty chocolate",7,2056,15,Sameh,35,Hurghada,Credit
"other vegetables,whole milk,processed cheese,white bread,soda,newspapers",6,2195,15,Sameh,35,Hurghada,Credit
shopping bags,1,1241,15,Sameh,35,Hurghada,Cash
"chicken,citrus fruit,curd,yogurt,domestic eggs,rolls/buns,spices,bottled water,waffles,chocolate,shopping bags",11,1056,9,Maged,60,Hurghada,Credit
"citrus fruit,tropical fruit,other vegetables,whole milk,butter,whipped/sour cream,domestic eggs,sugar,salty snack,long life bakery product,napkins,shopping bags",12,417,9,Maged,60,Hurghada,Credit
flower soil/fertilizer,1,829,9,Maged,60,Hurghada,Credit
"other vegetables,curd,yogurt,UHT-milk,brown bread,bottled water,newspapers,shopping bags",8,940,9,Maged,60,Hurghada,Cash
beef,1,2333,9,Maged,60,Hurghada,Credit
salty snack,1,1575,15,Sameh,35,Hurghada,Cash
turkey,1,415,15,Sameh,35,Hurghada,Cash
"frozen fish,brandy",2,1277,15,Sameh,35,Hurghada,Credit
"berries,whole milk,frozen meals,frozen dessert,rolls/buns,soda,shopping bags",7,884,9,Maged,60,Hurghada,Cash
"chicken,pork,other vegetables,whole milk,butter,curd,margarine,pickled vegetables,waffles,specialty chocolate,hygiene articles",11,1160,15,Sameh,35,Hurghada,Credit
"beef,root vegetables,herbs,packaged fruit/vegetables,whipped/sour cream,cream cheese ,vinegar,oil,margarine,soups,pickled vegetables,meat spreads,canned fish,fruit/vegetable juice,candles",15,802,15,Sameh,35,Hurghada,Credit
"other vegetables,processed cheese,tea",3,583,15,Sameh,35,Hurghada,Cash
"UHT-milk,canned beer",2,297,15,Sameh,35,Hurghada,Cash
whipped/sour cream,1,1175,15,Sameh,35,Hurghada,Credit
"frankfurter,soda,shopping bags",3,1656,9,Maged,60,Hurghada,Cash
"meat,chicken,berries,yogurt,whipped/sour cream,cream cheese ,mayonnaise,brown bread,long life bakery product",9,136,9,Maged,60,Hurghada,Credit
"pork,citrus fruit,pip fruit,root vegetables,other vegetables,dessert,butter milk,sliced cheese,processed cheese,fruit/vegetable juice,chocolate,shopping bags",12,689,15,Sameh,35,Hurghada,Cash
decalcifier,1,1500,9,Maged,60,Hurghada,Credit
"whole milk,dessert,soda,bottled beer",4,1141,15,Sameh,35,Hurghada,Cash
"citrus fruit,tropical fruit,yogurt,UHT-milk,domestic eggs,mustard,canned fish",7,1461,15,Sameh,35,Hurghada,Cash
"tropical fruit,dessert,yogurt,domestic eggs,oil,fruit/vegetable juice",6,2358,9,Maged,60,Hurghada,Credit
margarine,1,1186,9,Maged,60,Hurghada,Credit
meat,1,1399,15,Sameh,35,Hurghada,Cash
"ham,citrus fruit,tropical fruit,pip fruit,herbs,other vegetables,whole milk,yogurt,spread cheese,brown bread,dog food,fruit/vegetable juice",12,2285,15,Sameh,35,Hurghada,Cash
"hamburger meat,pip fruit,root vegetables,other vegetables,whole milk,curd,domestic eggs,salt,vinegar,oil,margarine,spices,coffee,bottled beer,newspapers",15,2279,9,Maged,60,Hurghada,Credit
"pork,root vegetables,sliced cheese,specialty chocolate,specialty bar,napkins,shopping bags",7,2114,9,Maged,60,Hurghada,Credit
"frankfurter,rolls/buns",2,742,15,Sameh,35,Hurghada,Credit
"frankfurter,pork,citrus fruit,other vegetables,domestic eggs,pastry,ketchup,pickled vegetables,soda,syrup,skin care,newspapers",12,2248,15,Sameh,35,Hurghada,Credit
"frankfurter,chicken,hamburger meat,pip fruit,other vegetables,whole milk,butter,curd,whipped/sour cream,salad dressing,frozen dessert,frozen potato products,pastry,rice",14,2076,15,Sameh,35,Hurghada,Cash
"citrus fruit,tropical fruit,root vegetables,other vegetables,whole milk,whipped/sour cream,curd cheese,frozen vegetables,soups,cat food,chewing gum",11,1800,15,Sameh,35,Hurghada,Cash
"other vegetables,salty snack,dishes,house keeping products",4,631,9,Maged,60,Hurghada,Cash
"beef,root vegetables",2,2325,9,Maged,60,Hurghada,Cash
"hamburger meat,other vegetables,sauces,soda,salty snack,newspapers",6,559,15,Sameh,35,Hurghada,Cash
"whole milk,curd,semi-finished bread,baking powder,soda",5,1992,9,Maged,60,Hurghada,Credit
"chicken,hamburger meat,root vegetables,onions,other vegetables,whole milk,butter,curd,butter milk,frozen vegetables,domestic eggs,oil,canned vegetables,popcorn",14,2325,9,Maged,60,Hurghada,Cash
"sausage,meat,rolls/buns,canned beer,popcorn,nut snack,waffles,shopping bags",8,381,9,Maged,60,Hurghada,Cash
"frankfurter,sausage,packaged fruit/vegetables,condensed milk",4,1371,15,Sameh,35,Hurghada,Cash
"meat,frozen meals,roll products ,bottled beer,long life bakery product",5,887,15,Sameh,35,Hurghada,Cash
"specialty chocolate,specialty bar",2,1959,15,Sameh,35,Hurghada,Cash
"pip fruit,root vegetables,butter,UHT-milk,rolls/buns,coffee,soda,bottled beer,red/blush wine",9,2207,9,Maged,60,Hurghada,Cash
"frankfurter,other vegetables,whole milk,spread cheese,sugar,soda,bottled beer,house keeping products",8,2381,9,Maged,60,Hurghada,Credit
"other vegetables,specialty bar",2,2304,9,Maged,60,Hurghada,Cash
"pip fruit,berries",2,545,15,Sameh,35,Hurghada,Credit
male cosmetics,1,673,15,Sameh,35,Hurghada,Cash
packaged fruit/vegetables,1,1031,9,Maged,60,Hurghada,Credit
whole milk,1,646,9,Maged,60,Hurghada,Credit
"whole milk,pastry,vinegar",3,207,9,Maged,60,Hurghada,Cash
cling film/bags,1,2073,15,Sameh,35,Hurghada,Credit
"sausage,pork,tropical fruit,other vegetables,yogurt,bottled beer,red/blush wine,dishes",8,2231,15,Sameh,35,Hurghada,Cash
"dessert,fruit/vegetable juice,nut snack,specialty bar",4,1266,15,Sameh,35,Hurghada,Credit
"UHT-milk,pastry,waffles",3,1292,9,Maged,60,Hurghada,Credit
"whole milk,yogurt",2,174,9,Maged,60,Hurghada,Credit
liquor,1,562,15,Sameh,35,Hurghada,Cash
"rolls/buns,pickled vegetables,coffee,bottled water,red/blush wine",5,344,9,Maged,60,Hurghada,Cash
potato products,1,510,9,Maged,60,Hurghada,Credit
"whole milk,whipped/sour cream,fruit/vegetable juice,canned beer,salty snack,waffles",6,1943,15,Sameh,35,Hurghada,Cash
"pastry,specialty chocolate",2,477,9,Maged,60,Hurghada,Cash
"bottled beer,chocolate",2,1342,9,Maged,60,Hurghada,Credit
soda,1,347,9,Maged,60,Hurghada,Credit
"newspapers,photo/film",2,788,9,Maged,60,Hurghada,Cash
root vegetables,1,994,15,Sameh,35,Hurghada,Cash
"condensed milk,soda",2,804,9,Maged,60,Hurghada,Credit
dessert,1,1298,15,Sameh,35,Hurghada,Cash
"pip fruit,yogurt,frozen vegetables,domestic eggs,white bread,long life bakery product",6,1711,9,Maged,60,Hurghada,Cash
"soda,chocolate",2,667,15,Sameh,35,Hurghada,Cash
"sausage,hamburger meat,chocolate,detergent",4,1274,15,Sameh,35,Hurghada,Cash
"white bread,chocolate,shopping bags",3,2272,9,Maged,60,Hurghada,Credit
"tropical fruit,whole milk",2,1988,9,Maged,60,Hurghada,Cash
root vegetables,1,1125,9,Maged,60,Hurghada,Cash
chocolate,1,423,15,Sameh,35,Hurghada,Credit
"bottled beer,liquor,red/blush wine,shopping bags",4,459,15,Sameh,35,Hurghada,Credit
"pip fruit,ice cream,bottled beer",3,1307,15,Sameh,35,Hurghada,Credit
berries,1,519,9,Maged,60,Hurghada,Cash
waffles,1,994,9,Maged,60,Hurghada,Cash
"butter,oil,margarine,specialty fat,chocolate,candy",6,1620,15,Sameh,35,Hurghada,Credit
"frankfurter,rolls/buns,pastry,vinegar,mustard,specialty chocolate",6,2460,9,Maged,60,Hurghada,Cash
"frankfurter,sausage,butter,flour,sugar,soda,chocolate",7,1030,9,Maged,60,Hurghada,Credit
"bottled water,soda,salty snack",3,948,9,Maged,60,Hurghada,Credit
"yogurt,artif. sweetener",2,1576,15,Sameh,35,Hurghada,Cash
"soda,canned beer",2,2127,9,Maged,60,Hurghada,Credit
"sausage,root vegetables,other vegetables,brown bread,long life bakery product",5,304,9,Maged,60,Hurghada,Credit
"tropical fruit,grapes,other vegetables,whole milk,brown bread,pastry,fruit/vegetable juice,long life bakery product,pot plants",9,2198,15,Sameh,35,Hurghada,Cash
"herbs,other vegetables",2,1149,15,Sameh,35,Hurghada,Cash
"chicken,tropical fruit,pip fruit,other vegetables,yogurt,pastry,bottled beer,red/blush wine",8,1641,9,Maged,60,Hurghada,Cash
"citrus fruit,whole milk,butter,curd,yogurt,soft cheese",6,1965,15,Sameh,35,Hurghada,Cash
"pork,UHT-milk,bottled water,soda",4,1444,15,Sameh,35,Hurghada,Credit
"misc. beverages,fruit/vegetable juice",2,1164,15,Sameh,35,Hurghada,Credit
"ice cream,oil,bottled beer",3,2035,15,Sameh,35,Hurghada,Cash
"chicken,beef,yogurt,rolls/buns,newspapers",5,419,9,Maged,60,Hurghada,Credit
"sausage,tropical fruit,whole milk,butter milk,yogurt,white bread,meat spreads,soda,fruit/vegetable juice,shopping bags",10,1351,9,Maged,60,Hurghada,Credit
whole milk,1,1668,15,Sameh,35,Hurghada,Cash
"pet care,bottled water",2,1299,9,Maged,60,Hurghada,Cash
soda,1,1716,9,Maged,60,Hurghada,Credit
"root vegetables,brown bread,baking powder,napkins,photo/film",5,1452,9,Maged,60,Hurghada,Cash
"tropical fruit,rolls/buns,mustard",3,1779,9,Maged,60,Hurghada,Cash
bottled beer,1,295,15,Sameh,35,Hurghada,Cash
"butter,mayonnaise,instant coffee",3,914,9,Maged,60,Hurghada,Cash
chewing gum,1,2028,9,Maged,60,Hurghada,Credit
canned beer,1,2436,15,Sameh,35,Hurghada,Cash
"rolls/buns,pastry,napkins,newspapers",4,1536,9,Maged,60,Hurghada,Credit
root vegetables,1,1557,15,Sameh,35,Hurghada,Cash
"other vegetables,white bread,pastry,shopping bags",4,1459,15,Sameh,35,Hurghada,Cash
"root vegetables,whole milk",2,420,15,Sameh,35,Hurghada,Credit
yogurt,1,1493,9,Maged,60,Hurghada,Credit
"citrus fruit,other vegetables,frozen vegetables,sugar",4,1037,15,Sameh,35,Hurghada,Cash
canned beer,1,645,9,Maged,60,Hurghada,Cash
"frankfurter,white bread,margarine",3,1294,15,Sameh,35,Hurghada,Cash
liquor,1,1159,15,Sameh,35,Hurghada,Credit
"frankfurter,other vegetables,red/blush wine,shopping bags",4,1211,9,Maged,60,Hurghada,Cash
other vegetables,1,2276,15,Sameh,35,Hurghada,Credit
"whole milk,soft cheese,rolls/buns,brown bread",4,1772,9,Maged,60,Hurghada,Cash
"frankfurter,rolls/buns,soda,fruit/vegetable juice,shopping bags",5,1870,9,Maged,60,Hurghada,Credit
"pork,tropical fruit,whole milk,butter,dessert,yogurt,frozen vegetables,frozen meals,frozen chicken,coffee,fruit/vegetable juice,chocolate,dental care,kitchen towels,newspapers",15,294,15,Sameh,35,Hurghada,Credit
"pip fruit,other vegetables,whole milk,frozen vegetables,domestic eggs,shopping bags",6,107,15,Sameh,35,Hurghada,Cash
bottled beer,1,561,15,Sameh,35,Hurghada,Credit
"pork,beef",2,1691,15,Sameh,35,Hurghada,Cash
"rolls/buns,red/blush wine,photo/film",3,152,9,Maged,60,Hurghada,Credit
"pork,citrus fruit,root vegetables,whole milk,bottled water,dish cleaner",6,2278,9,Maged,60,Hurghada,Credit
"sausage,beef,tropical fruit,pip fruit,berries,root vegetables,other vegetables,whole milk,mustard,candles",10,837,9,Maged,60,Hurghada,Cash
canned beer,1,1540,15,Sameh,35,Hurghada,Cash
"frozen vegetables,margarine,pickled vegetables",3,652,9,Maged,60,Hurghada,Cash
"chicken,tropical fruit,frozen fish,domestic eggs,roll products ,seasonal products,dish cleaner",7,2074,9,Maged,60,Hurghada,Cash
"turkey,tropical fruit,root vegetables,other vegetables,curd,whipped/sour cream,liquor (appetizer)",7,1512,9,Maged,60,Hurghada,Credit
bottled water,1,502,9,Maged,60,Hurghada,Cash
"sausage,UHT-milk,flour,flower (seeds)",4,435,9,Maged,60,Hurghada,Credit
"whole milk,rolls/buns,coffee",3,1201,9,Maged,60,Hurghada,Credit
"meat,chicken,other vegetables,butter milk,yogurt,roll products ,flour,cat food,soda,dishes",10,183,15,Sameh,35,Hurghada,Cash
"beef,root vegetables,frozen vegetables,frozen potato products,white bread,detergent",6,653,15,Sameh,35,Hurghada,Cash
canned beer,1,2472,9,Maged,60,Hurghada,Credit
"whole milk,rolls/buns,bottled beer",3,242,15,Sameh,35,Hurghada,Cash
"tropical fruit,other vegetables,yogurt,domestic eggs,rolls/buns,pastry,semi-finished bread,zwieback,oil,margarine,organic products,coffee,bottled water,soda,snack products,waffles,chocolate marshmallow,candy,seasonal products",19,304,9,Maged,60,Hurghada,Credit
"finished products,other vegetables,whole milk,yogurt,curd cheese,brown bread,pastry,potato products,baking powder,soda,specialty chocolate,candy,seasonal products",13,615,15,Sameh,35,Hurghada,Cash
"other vegetables,spices,coffee",3,1873,15,Sameh,35,Hurghada,Cash
"beef,citrus fruit,tropical fruit,other vegetables,condensed milk,processed cheese,bottled water,soda,cling film/bags",9,377,9,Maged,60,Hurghada,Credit
"tropical fruit,rolls/buns,seasonal products,bathroom cleaner,newspapers,shopping bags",6,467,15,Sameh,35,Hurghada,Credit
"citrus fruit,yogurt,UHT-milk,domestic eggs,rolls/buns",5,276,9,Maged,60,Hurghada,Cash
"beef,pip fruit,onions,whole milk,margarine,specialty fat,soda,fruit/vegetable juice,napkins",9,781,15,Sameh,35,Hurghada,Cash
"root vegetables,whole milk,whipped/sour cream,frozen meals,flour,oil,waffles,seasonal products,napkins,house keeping products,photo/film,shopping bags",12,168,9,Maged,60,Hurghada,Credit
"citrus fruit,pip fruit,butter,rolls/buns,oil,soda,bottled beer,brandy,red/blush wine,sparkling wine",10,406,15,Sameh,35,Hurghada,Cash
"specialty chocolate,light bulbs",2,292,15,Sameh,35,Hurghada,Credit
"citrus fruit,tropical fruit,root vegetables,other vegetables,yogurt,whipped/sour cream,frozen vegetables,ice cream,rolls/buns,salt,sugar,soda,napkins,newspapers",14,1801,15,Sameh,35,Hurghada,Cash
"other vegetables,rolls/buns,brown bread",3,811,15,Sameh,35,Hurghada,Cash
"whole milk,yogurt,bottled water,canned beer",4,2279,9,Maged,60,Hurghada,Credit
"sausage,citrus fruit,other vegetables,yogurt,whipped/sour cream,frozen meals,pasta,coffee,bottled water,shopping bags",10,279,9,Maged,60,Hurghada,Credit
"yogurt,popcorn,cleaner,newspapers",4,905,9,Maged,60,Hurghada,Credit
"berries,margarine,coffee,specialty bar,shopping bags",5,2100,9,Maged,60,Hurghada,Cash
"butter milk,pastry",2,2015,15,Sameh,35,Hurghada,Credit
semi-finished bread,1,952,15,Sameh,35,Hurghada,Credit
"tropical fruit,other vegetables,canned beer",3,637,15,Sameh,35,Hurghada,Cash
"whole milk,whipped/sour cream,hard cheese,rolls/buns,semi-finished bread,pet care,newspapers",7,1372,15,Sameh,35,Hurghada,Cash
"meat,pip fruit,root vegetables,whole milk,frozen vegetables",5,251,15,Sameh,35,Hurghada,Cash
"frankfurter,root vegetables,butter,bottled beer,nut snack",5,2142,9,Maged,60,Hurghada,Cash
"specialty cheese,frozen meals,soda,shopping bags",4,699,15,Sameh,35,Hurghada,Cash
"tropical fruit,pip fruit,whole milk,yogurt,ice cream,frozen dessert,domestic eggs,pastry,flour,margarine,coffee,cake bar,napkins,shopping bags",14,935,9,Maged,60,Hurghada,Credit
"frankfurter,sausage,ham,tropical fruit,rolls/buns,pastry,chocolate,napkins",8,2079,9,Maged,60,Hurghada,Credit
"citrus fruit,tropical fruit,other vegetables,whole milk,yogurt,beverages,cream cheese ,bottled water,pot plants",9,383,15,Sameh,35,Hurghada,Credit
"pork,pet care,newspapers",3,1831,9,Maged,60,Hurghada,Cash
"frankfurter,root vegetables,whipped/sour cream,rolls/buns,roll products ,salt,shopping bags",7,1646,15,Sameh,35,Hurghada,Credit
"chicken,pip fruit,frozen vegetables",3,1520,9,Maged,60,Hurghada,Cash
"whipped/sour cream,pet care,soda,canned beer,softener,shopping bags",6,1083,9,Maged,60,Hurghada,Credit
